W,cos th,t,dsigdcosth (mu barn),dsigdcosth error (mu barn),dsigdt (mu barn/GeV^2),dsigdt error (mu barn/GeV^2),source
2.475,-0.83,-3.456789749,0.4467,0.0198,0.237460652,0.010525455,CLAS omega
2.475,-0.75,-3.306297448,0.4919,0.0132,0.261488459,0.00701697,CLAS omega
2.475,-0.65,-3.118182071,0.4561,0.0118,0.242457585,0.006272746,CLAS omega
2.475,-0.55,-2.930066694,0.3476,0.01,0.184780216,0.005315887,CLAS omega
2.475,-0.45,-2.741951318,0.2614,0.0088,0.138957274,0.00467798,CLAS omega
2.475,-0.35,-2.553835941,0.2392,0.008,0.127156006,0.004252709,CLAS omega
2.475,-0.25,-2.365720564,0.2659,0.0088,0.141349423,0.00467798,CLAS omega
2.475,-0.15,-2.177605187,0.2895,0.0092,0.153894915,0.004890616,CLAS omega
2.475,-0.05,-1.989489811,0.3249,0.0097,0.172713154,0.00515641,CLAS omega
2.475,0.05,-1.801374434,0.3287,0.0101,0.174733191,0.005369045,CLAS omega
2.475,0.15,-1.613259057,0.3139,0.0096,0.166865679,0.005103251,CLAS omega
2.475,0.25,-1.42514368,0.3926,0.0114,0.208701706,0.006060111,CLAS omega
2.475,0.35,-1.237028304,0.4865,0.0131,0.25861788,0.006963811,CLAS omega
2.475,0.45,-1.048912927,0.657,0.0158,0.349253746,0.008399101,CLAS omega
2.475,0.55,-0.86079755,0.8428,0.019,0.448022918,0.010100184,CLAS omega
2.475,0.65,-0.672682173,1.242,0.023,0.660233109,0.012226539,CLAS omega
2.475,0.75,-0.484566797,2.507,0.036,1.332692757,0.019137192,CLAS omega
2.475,0.85,-0.29645142,6.406,0.086,3.40535692,0.045716624,CLAS omega
2.475,0.92,-0.164770656,12.38,0.47,6.581067542,0.249846668,CLAS omega
2.485,-0.83,-3.502138428,0.3935,0.0179,0.206442751,0.009390915,CLAS omega
2.485,-0.75,-3.349650632,0.4751,0.0131,0.249252734,0.006872681,CLAS omega
2.485,-0.65,-3.159040887,0.4605,0.0122,0.241593105,0.006400512,CLAS omega
2.485,-0.55,-2.968431143,0.3557,0.01,0.186611656,0.005246321,CLAS omega
2.485,-0.45,-2.777821398,0.2653,0.0088,0.139184909,0.004616763,CLAS omega
2.485,-0.35,-2.587211654,0.2314,0.0077,0.121399879,0.004039668,CLAS omega
2.485,-0.25,-2.396601909,0.2366,0.0079,0.124127967,0.004144594,CLAS omega
2.485,-0.15,-2.205992164,0.2858,0.0088,0.149939868,0.004616763,CLAS omega
2.485,-0.05,-2.01538242,0.3165,0.0096,0.166046075,0.005036469,CLAS omega
2.485,0.05,-1.824772675,0.3167,0.0096,0.166151002,0.005036469,CLAS omega
2.485,0.15,-1.634162931,0.3274,0.0098,0.171764566,0.005141395,CLAS omega
2.485,0.25,-1.443553186,0.3551,0.0102,0.186296876,0.005351248,CLAS omega
2.485,0.35,-1.252943441,0.4551,0.012,0.238760091,0.006295586,CLAS omega
2.485,0.45,-1.062333697,0.6263,0.015,0.328577115,0.007869482,CLAS omega
2.485,0.55,-0.871723952,0.8279,0.0185,0.434342957,0.009705695,CLAS omega
2.485,0.65,-0.681114208,1.295,0.023,0.679398633,0.012066539,CLAS omega
2.485,0.75,-0.490504463,2.6,0.039,1.364043588,0.020460654,CLAS omega
2.485,0.85,-0.299894719,6.434,0.089,3.375483249,0.046692261,CLAS omega
2.485,0.92,-0.166467897,12.9,0.435,6.767754728,0.228214985,CLAS omega
2.495,-0.83,-3.547666626,0.3829,0.0178,0.19827721,0.009217379,CLAS omega
2.495,-0.75,-3.39317585,0.4374,0.0124,0.22649896,0.006421095,CLAS omega
2.495,-0.65,-3.20006238,0.406,0.0111,0.210239089,0.005747916,CLAS omega
2.495,-0.55,-3.006948911,0.3085,0.0091,0.159750638,0.004712255,CLAS omega
2.495,-0.45,-2.813835441,0.2459,0.0084,0.127334463,0.004349774,CLAS omega
2.495,-0.35,-2.620721971,0.1971,0.0072,0.102064346,0.003728378,CLAS omega
2.495,-0.25,-2.427608502,0.2268,0.0078,0.117443905,0.004039076,CLAS omega
2.495,-0.15,-2.234495032,0.2538,0.0085,0.131425322,0.004401557,CLAS omega
2.495,-0.05,-2.041381562,0.2687,0.0086,0.139140993,0.00445334,CLAS omega
2.495,0.05,-1.848268093,0.3118,0.0098,0.161459478,0.005074737,CLAS omega
2.495,0.15,-1.655154623,0.3184,0.0097,0.164877158,0.005022954,CLAS omega
2.495,0.25,-1.462041154,0.3487,0.0101,0.180567415,0.005230086,CLAS omega
2.495,0.35,-1.268927684,0.4662,0.0125,0.241412472,0.006472878,CLAS omega
2.495,0.45,-1.075814214,0.6005,0.0148,0.310957077,0.007663888,CLAS omega
2.495,0.55,-0.882700745,0.8565,0.0194,0.443521626,0.010045907,CLAS omega
2.495,0.65,-0.689587275,1.238,0.023,0.641073873,0.011910096,CLAS omega
2.495,0.75,-0.496473805,2.361,0.035,1.222597266,0.018124059,CLAS omega
2.495,0.85,-0.303360336,6.246,0.085,3.234367862,0.044015573,CLAS omega
2.495,0.92,-0.168180907,11.43,0.375,5.918799979,0.194186351,CLAS omega
2.505,-0.83,-3.593374533,0.3116,0.0153,0.15928306,0.007821023,CLAS omega
2.505,-0.75,-3.436873271,0.4429,0.0127,0.226400729,0.00649196,CLAS omega
2.505,-0.65,-3.241246692,0.4102,0.0112,0.209685209,0.005725193,CLAS omega
2.505,-0.55,-3.045620114,0.3451,0.01,0.176407522,0.00511178,CLAS omega
2.505,-0.45,-2.849993536,0.2605,0.0087,0.133161865,0.004447248,CLAS omega
2.505,-0.35,-2.654366957,0.2153,0.0074,0.11005662,0.003782717,CLAS omega
2.505,-0.25,-2.458740379,0.2303,0.0081,0.11772429,0.004140542,CLAS omega
2.505,-0.15,-2.263113801,0.2458,0.0081,0.125647549,0.004140542,CLAS omega
2.505,-0.05,-2.067487222,0.2741,0.0087,0.140113886,0.004447248,CLAS omega
2.505,0.05,-1.871860644,0.2889,0.0091,0.14767932,0.00465172,CLAS omega
2.505,0.15,-1.676234066,0.3097,0.0096,0.158311822,0.004907309,CLAS omega
2.505,0.25,-1.480607487,0.3322,0.0097,0.169813326,0.004958426,CLAS omega
2.505,0.35,-1.284980909,0.4696,0.0125,0.240049181,0.006389725,CLAS omega
2.505,0.45,-1.089354331,0.6287,0.0156,0.321377599,0.007974377,CLAS omega
2.505,0.55,-0.893727752,0.7804,0.0182,0.398923299,0.009303439,CLAS omega
2.505,0.65,-0.698101174,1.157,0.022,0.591432928,0.011245916,CLAS omega
2.505,0.75,-0.502474596,2.335,0.036,1.193600594,0.018402407,CLAS omega
2.505,0.85,-0.306848017,5.676,0.08,2.901446239,0.040894239,CLAS omega
2.505,0.92,-0.169909413,18.4,0.708,9.405674913,0.361914013,CLAS omega
2.515,-0.83,-3.63926233,0.37,0.0185,0.186728079,0.009336404,CLAS omega
2.515,-0.75,-3.480743054,0.4005,0.0119,0.202120529,0.006005579,CLAS omega
2.515,-0.65,-3.282593958,0.3964,0.0112,0.20005138,0.005652309,CLAS omega
2.515,-0.55,-3.084444862,0.3153,0.0095,0.159122603,0.00479437,CLAS omega
2.515,-0.45,-2.886295766,0.236,0.0084,0.119102234,0.004239232,CLAS omega
2.515,-0.35,-2.68814667,0.2136,0.0076,0.107797615,0.003835496,CLAS omega
2.515,-0.25,-2.489997574,0.2043,0.0073,0.10310418,0.003684095,CLAS omega
2.515,-0.15,-2.291848479,0.2372,0.0081,0.119707839,0.004087831,CLAS omega
2.515,-0.05,-2.093699383,0.2667,0.0086,0.134595618,0.004340166,CLAS omega
2.515,0.05,-1.895550287,0.2802,0.0091,0.141408669,0.004592501,CLAS omega
2.515,0.15,-1.697401191,0.2901,0.0093,0.146404907,0.004693435,CLAS omega
2.515,0.25,-1.499252095,0.3267,0.0097,0.164875847,0.004895304,CLAS omega
2.515,0.35,-1.301103,0.4153,0.0113,0.209589652,0.005702776,CLAS omega
2.515,0.45,-1.102953904,0.6262,0.0155,0.316024657,0.007822392,CLAS omega
2.515,0.55,-0.904804808,0.7251,0.0169,0.365936568,0.008528931,CLAS omega
2.515,0.65,-0.706655712,1.119,0.021,0.564726271,0.01059808,CLAS omega
2.515,0.75,-0.508506616,2.319,0.034,1.170330851,0.017158796,CLAS omega
2.515,0.85,-0.310357521,6.276,0.086,3.167311955,0.043401662,CLAS omega
2.515,0.92,-0.171653154,16.09,0.508,8.120148081,0.256372606,CLAS omega
2.525,-0.83,-3.685330187,0.3799,0.0201,0.189305372,0.010015894,CLAS omega
2.525,-0.75,-3.524785351,0.4048,0.0125,0.20171312,0.00622879,CLAS omega
2.525,-0.65,-3.324104304,0.3949,0.0112,0.196779919,0.005580995,CLAS omega
2.525,-0.55,-3.123423258,0.3314,0.0101,0.165137668,0.005032862,CLAS omega
2.525,-0.45,-2.922742212,0.2507,0.0089,0.124924603,0.004434898,CLAS omega
2.525,-0.35,-2.722061166,0.2004,0.0074,0.099859954,0.003687443,CLAS omega
2.525,-0.25,-2.52138012,0.2022,0.0073,0.1007569,0.003637613,CLAS omega
2.525,-0.15,-2.320699074,0.2352,0.0082,0.117200904,0.004086086,CLAS omega
2.525,-0.05,-2.120018028,0.2634,0.0088,0.131253053,0.004385068,CLAS omega
2.525,0.05,-1.919336982,0.2694,0.0089,0.134242872,0.004434898,CLAS omega
2.525,0.15,-1.718655936,0.293,0.0096,0.146002827,0.00478371,CLAS omega
2.525,0.25,-1.51797489,0.3094,0.0097,0.154174999,0.004833541,CLAS omega
2.525,0.35,-1.317293843,0.3953,0.0116,0.19697924,0.005780317,CLAS omega
2.525,0.45,-1.116612797,0.5611,0.0151,0.279597905,0.007524378,CLAS omega
2.525,0.55,-0.915931751,0.7586,0.0191,0.378012779,0.00951759,CLAS omega
2.525,0.65,-0.715250705,1.105,0.023,0.550624995,0.011460973,CLAS omega
2.525,0.75,-0.514569659,2.197,0.038,1.094772049,0.01893552,CLAS omega
2.525,0.85,-0.313888613,6.263,0.099,3.120872709,0.049332013,CLAS omega
2.525,0.92,-0.173411881,21.28,0.915,10.60389131,0.455947394,CLAS omega
2.535,-0.83,-3.731578268,0.3285,0.0167,0.161645525,0.008217596,CLAS omega
2.535,-0.75,-3.569000306,0.3616,0.0109,0.177933096,0.005363581,CLAS omega
2.535,-0.65,-3.365777854,0.3527,0.0099,0.173553658,0.004871509,CLAS omega
2.535,-0.55,-3.162555402,0.2908,0.0087,0.143094425,0.004281023,CLAS omega
2.535,-0.45,-2.959332949,0.2155,0.0077,0.106041433,0.003788951,CLAS omega
2.535,-0.35,-2.756110497,0.1925,0.0069,0.094723786,0.003395294,CLAS omega
2.535,-0.25,-2.552888045,0.1744,0.0063,0.085817289,0.003100051,CLAS omega
2.535,-0.15,-2.349665593,0.192,0.0067,0.09447775,0.00329688,CLAS omega
2.535,-0.05,-2.146443141,0.2193,0.0075,0.107911305,0.003690537,CLAS omega
2.535,0.05,-1.943220689,0.24,0.008,0.118097187,0.003936573,CLAS omega
2.535,0.15,-1.739998236,0.2495,0.0084,0.122771868,0.004133402,CLAS omega
2.535,0.25,-1.536775784,0.2897,0.009,0.142553147,0.004428645,CLAS omega
2.535,0.35,-1.333553332,0.377,0.0108,0.185510998,0.005314373,CLAS omega
2.535,0.45,-1.13033088,0.5297,0.0139,0.260650334,0.006839795,CLAS omega
2.535,0.55,-0.927108428,0.6623,0.0164,0.32589903,0.008069974,CLAS omega
2.535,0.65,-0.723885976,1.01,0.021,0.49699233,0.010333504,CLAS omega
2.535,0.75,-0.520663524,2.079,0.033,1.023016885,0.016238363,CLAS omega
2.535,0.85,-0.317441071,5.317,0.083,2.616344771,0.040841944,CLAS omega
2.535,0.92,-0.175185355,10.11,0.353,4.974844016,0.17370128,CLAS omega
2.545,-0.83,-3.778006725,0.3476,0.0184,0.168923733,0.008941878,CLAS omega
2.545,-0.75,-3.613388056,0.3678,0.0113,0.178740359,0.005491479,CLAS omega
2.545,-0.65,-3.40761472,0.3562,0.0102,0.173103089,0.00495691,CLAS omega
2.545,-0.55,-3.201841384,0.2869,0.009,0.139425256,0.004373745,CLAS omega
2.545,-0.45,-2.996068049,0.2266,0.008,0.110121168,0.003887773,CLAS omega
2.545,-0.35,-2.790294713,0.1806,0.0069,0.087766473,0.003353204,CLAS omega
2.545,-0.25,-2.584521377,0.1769,0.0067,0.085968378,0.00325601,CLAS omega
2.545,-0.15,-2.378748041,0.1937,0.007,0.094132702,0.003401801,CLAS omega
2.545,-0.05,-2.172974705,0.2118,0.0075,0.102928788,0.003644787,CLAS omega
2.545,0.05,-1.967201369,0.2271,0.0077,0.110364153,0.003741981,CLAS omega
2.545,0.15,-1.761428034,0.2494,0.0082,0.12120132,0.003984967,CLAS omega
2.545,0.25,-1.555654698,0.2994,0.0092,0.145499901,0.004470939,CLAS omega
2.545,0.35,-1.349881362,0.381,0.0107,0.185155185,0.005199896,CLAS omega
2.545,0.45,-1.144108026,0.5272,0.014,0.256204235,0.006803603,CLAS omega
2.545,0.55,-0.93833469,0.6773,0.0172,0.329148574,0.008358712,CLAS omega
2.545,0.65,-0.732561355,1.018,0.021,0.494719102,0.010205404,CLAS omega
2.545,0.75,-0.526788019,2.199,0.038,1.068651578,0.018466921,CLAS omega
2.545,0.85,-0.321014683,5.866,0.093,2.850709484,0.04519536,CLAS omega
2.545,0.92,-0.176973348,12.02,0.391,5.841378793,0.190014901,CLAS omega
2.555,-0.83,-3.824615705,0.4036,0.0221,0.193727642,0.01060798,CLAS omega
2.555,-0.75,-3.657948731,0.3984,0.0121,0.191231647,0.005807989,CLAS omega
2.555,-0.65,-3.449615013,0.3731,0.0105,0.179087669,0.005039991,CLAS omega
2.555,-0.55,-3.241281295,0.3012,0.0092,0.144575733,0.004415992,CLAS omega
2.555,-0.45,-3.032947577,0.2361,0.0081,0.113327791,0.003887993,CLAS omega
2.555,-0.35,-2.824613859,0.1694,0.0065,0.08131185,0.003119994,CLAS omega
2.555,-0.25,-2.616280141,0.1565,0.0061,0.075119861,0.002927995,CLAS omega
2.555,-0.15,-2.407946423,0.191,0.007,0.091679831,0.003359994,CLAS omega
2.555,-0.05,-2.199612705,0.2116,0.0077,0.101567812,0.003695993,CLAS omega
2.555,0.05,-1.991278987,0.2141,0.0077,0.10276781,0.003695993,CLAS omega
2.555,0.15,-1.782945269,0.2428,0.0083,0.116543785,0.003983993,CLAS omega
2.555,0.25,-1.574611551,0.2904,0.0091,0.139391743,0.004367992,CLAS omega
2.555,0.35,-1.366277833,0.3709,0.0109,0.178031671,0.00523199,CLAS omega
2.555,0.45,-1.157944115,0.5084,0.0138,0.244031549,0.006623988,CLAS omega
2.555,0.55,-0.949610397,0.6461,0.017,0.310127427,0.008159985,CLAS omega
2.555,0.65,-0.741276679,0.9265,0.0207,0.444719179,0.009935982,CLAS omega
2.555,0.75,-0.532942961,1.977,0.035,0.948958248,0.016799969,CLAS omega
2.555,0.85,-0.324609243,5.921,0.098,2.842074753,0.047039913,CLAS omega
2.555,0.92,-0.178775641,14.17,0.522,6.801587442,0.250559537,CLAS omega
2.565,-0.83,-3.871405349,0.349,0.0186,0.165478431,0.008819194,CLAS omega
2.565,-0.75,-3.702682454,0.3623,0.0113,0.17178463,0.005357898,CLAS omega
2.565,-0.65,-3.491778836,0.3527,0.0103,0.167232787,0.004883747,CLAS omega
2.565,-0.55,-3.280875217,0.2914,0.0088,0.138167378,0.004172522,CLAS omega
2.565,-0.45,-3.069971598,0.1985,0.0074,0.094118821,0.003508712,CLAS omega
2.565,-0.35,-2.85906798,0.1464,0.006,0.069415594,0.002844901,CLAS omega
2.565,-0.25,-2.648164361,0.1484,0.0059,0.070363895,0.002797486,CLAS omega
2.565,-0.15,-2.437260743,0.1714,0.0066,0.08126935,0.003129392,CLAS omega
2.565,-0.05,-2.226357124,0.1849,0.0068,0.087670378,0.003224222,CLAS omega
2.565,0.05,-2.015453505,0.2067,0.0073,0.098006853,0.003461297,CLAS omega
2.565,0.15,-1.804549887,0.2363,0.0078,0.1120417,0.003698372,CLAS omega
2.565,0.25,-1.593646268,0.2776,0.0087,0.131624105,0.004125107,CLAS omega
2.565,0.35,-1.38274265,0.3647,0.0105,0.17292259,0.004978577,CLAS omega
2.565,0.45,-1.171839031,0.489,0.0131,0.231859464,0.006211368,CLAS omega
2.565,0.55,-0.960935413,0.5923,0.0157,0.280839183,0.007444159,CLAS omega
2.565,0.65,-0.750031794,0.9558,0.021,0.453192793,0.009957155,CLAS omega
2.565,0.75,-0.539128175,1.913,0.033,0.907049397,0.015646958,CLAS omega
2.565,0.85,-0.328224557,6.26,0.106,2.968180462,0.050259925,CLAS omega
2.565,0.92,-0.180592024,14.63,0.543,6.936817916,0.257463577,CLAS omega
2.575,-0.83,-3.918375788,0.3075,0.0172,0.144039534,0.008056845,CLAS omega
2.575,-0.75,-3.747589343,0.3435,0.0109,0.160902699,0.005105792,CLAS omega
2.575,-0.65,-3.534106286,0.3162,0.0096,0.148114799,0.004496844,CLAS omega
2.575,-0.55,-3.320623229,0.2632,0.0082,0.123288473,0.003841054,CLAS omega
2.575,-0.45,-3.107140173,0.2048,0.0073,0.095932672,0.003419475,CLAS omega
2.575,-0.35,-2.893657116,0.1576,0.0062,0.073823189,0.002904212,CLAS omega
2.575,-0.25,-2.680174059,0.1552,0.006,0.072698978,0.002810527,CLAS omega
2.575,-0.15,-2.466691002,0.1559,0.0058,0.073026873,0.002716843,CLAS omega
2.575,-0.05,-2.253207946,0.1638,0.006,0.076727401,0.002810527,CLAS omega
2.575,0.05,-2.039724889,0.1905,0.007,0.089234248,0.003278949,CLAS omega
2.575,0.15,-1.826241832,0.2058,0.0074,0.096401093,0.003466317,CLAS omega
2.575,0.25,-1.612758776,0.2523,0.0083,0.118182681,0.003887896,CLAS omega
2.575,0.35,-1.399275719,0.3234,0.0099,0.151487432,0.00463737,CLAS omega
2.575,0.45,-1.185792662,0.4118,0.0119,0.19289587,0.005574213,CLAS omega
2.575,0.55,-0.972309605,0.5801,0.0158,0.271731166,0.007401056,CLAS omega
2.575,0.65,-0.758826549,0.8614,0.0197,0.403498064,0.009227899,CLAS omega
2.575,0.75,-0.545343492,1.845,0.033,0.864237204,0.015457901,CLAS omega
2.575,0.85,-0.331860435,5.595,0.096,2.620816886,0.04496844,CLAS omega
2.575,0.92,-0.182422296,13.72,0.484,6.426739532,0.226715884,CLAS omega
2.585,-0.83,-3.965527149,0.3272,0.0201,0.151430969,0.009302453,CLAS omega
2.585,-0.75,-3.792669508,0.3291,0.0112,0.152310305,0.005183456,CLAS omega
2.585,-0.65,-3.576597458,0.3183,0.0101,0.147311973,0.004674367,CLAS omega
2.585,-0.55,-3.360525407,0.2621,0.0086,0.12130213,0.003980154,CLAS omega
2.585,-0.45,-3.144453357,0.2017,0.0077,0.093348492,0.003563626,CLAS omega
2.585,-0.35,-2.928381306,0.146,0.0063,0.067570053,0.002915694,CLAS omega
2.585,-0.25,-2.712309255,0.1322,0.0058,0.061183295,0.00268429,CLAS omega
2.585,-0.15,-2.496237205,0.1569,0.0065,0.072614667,0.003008256,CLAS omega
2.585,-0.05,-2.280165154,0.1626,0.0067,0.075252676,0.003100818,CLAS omega
2.585,0.05,-2.064093104,0.1759,0.007,0.08140803,0.00323966,CLAS omega
2.585,0.15,-1.848021053,0.2027,0.0078,0.0938113,0.003609907,CLAS omega
2.585,0.25,-1.631949002,0.2418,0.0085,0.111907116,0.003933873,CLAS omega
2.585,0.35,-1.415876952,0.3211,0.0104,0.148607837,0.004813209,CLAS omega
2.585,0.45,-1.199804901,0.4285,0.0133,0.198313479,0.006155354,CLAS omega
2.585,0.55,-0.983732851,0.5427,0.0158,0.251166219,0.007312376,CLAS omega
2.585,0.65,-0.7676608,0.834,0.0206,0.38598236,0.009533857,CLAS omega
2.585,0.75,-0.55158875,1.796,0.036,0.831204219,0.016661109,CLAS omega
2.585,0.85,-0.335516699,4.644,0.089,2.149283069,0.041189964,CLAS omega
2.585,0.92,-0.184266264,13.33,0.507,6.169238439,0.234643953,CLAS omega
2.595,-0.83,-4.012859551,0.3322,0.0212,0.151917987,0.009694947,CLAS omega
2.595,-0.75,-3.837923057,0.3215,0.0114,0.147024783,0.00521332,CLAS omega
2.595,-0.65,-3.619252439,0.2915,0.01,0.133305518,0.004573088,CLAS omega
2.595,-0.55,-3.400581821,0.2515,0.0089,0.115013166,0.004070048,CLAS omega
2.595,-0.45,-3.181911204,0.1757,0.0076,0.080349158,0.003475547,CLAS omega
2.595,-0.35,-2.963240586,0.1254,0.006,0.057346525,0.002743853,CLAS omega
2.595,-0.25,-2.744569969,0.1283,0.0059,0.05867272,0.002698122,CLAS omega
2.595,-0.15,-2.525899351,0.1414,0.0063,0.064663466,0.002881046,CLAS omega
2.595,-0.05,-2.307228733,0.1488,0.0065,0.068047551,0.002972507,CLAS omega
2.595,0.05,-2.088558116,0.1685,0.007,0.077056535,0.003201162,CLAS omega
2.595,0.15,-1.869887498,0.1912,0.0076,0.087437445,0.003475547,CLAS omega
2.595,0.25,-1.65121688,0.2197,0.0081,0.100470746,0.003704201,CLAS omega
2.595,0.35,-1.432546263,0.3047,0.0099,0.139341995,0.004527357,CLAS omega
2.595,0.45,-1.213875645,0.4141,0.0132,0.189371578,0.006036476,CLAS omega
2.595,0.55,-0.995205028,0.5172,0.0162,0.236520117,0.007408403,CLAS omega
2.595,0.65,-0.77653441,0.8658,0.0223,0.395937968,0.010197986,CLAS omega
2.595,0.75,-0.557863792,1.745,0.036,0.798003874,0.016463117,CLAS omega
2.595,0.85,-0.339193175,4.913,0.096,2.246758185,0.043901646,CLAS omega
2.595,0.92,-0.186123743,14.09,0.56,6.443481138,0.256092934,CLAS omega
2.605,-0.83,-4.060373108,0.3275,0.0163,0.14800335,0.007366274,CLAS omega
2.605,-0.75,-3.883350088,0.3081,0.0088,0.139236129,0.003976884,CLAS omega
2.605,-0.65,-3.662071314,0.2976,0.0079,0.134490983,0.003570157,CLAS omega
2.605,-0.55,-3.440792539,0.2578,0.007,0.116504622,0.00316343,CLAS omega
2.605,-0.45,-3.219513765,0.1831,0.006,0.082746301,0.002711512,CLAS omega
2.605,-0.35,-2.998234991,0.1417,0.0052,0.064036869,0.002349977,CLAS omega
2.605,-0.25,-2.776956216,0.1259,0.0048,0.056896555,0.002169209,CLAS omega
2.605,-0.15,-2.555677442,0.1381,0.0048,0.062409962,0.002169209,CLAS omega
2.605,-0.05,-2.334398667,0.1586,0.0055,0.071674294,0.002485552,CLAS omega
2.605,0.05,-2.113119893,0.1852,0.0059,0.08369533,0.00266632,CLAS omega
2.605,0.15,-1.891841118,0.2022,0.0063,0.091377946,0.002847087,CLAS omega
2.605,0.25,-1.670562344,0.2181,0.0065,0.098563453,0.002937471,CLAS omega
2.605,0.35,-1.449283569,0.3077,0.0081,0.139055362,0.003660541,CLAS omega
2.605,0.45,-1.228004795,0.4052,0.0105,0.183117428,0.004745146,CLAS omega
2.605,0.55,-1.00672602,0.4857,0.0119,0.219496877,0.005377832,CLAS omega
2.605,0.65,-0.785447246,0.8136,0.0167,0.367680995,0.007547041,CLAS omega
2.605,0.75,-0.564168471,1.717,0.028,0.775944283,0.012653722,CLAS omega
2.605,0.85,-0.342889697,5.588,0.09,2.525321289,0.040672676,CLAS omega
2.605,0.92,-0.187994555,17.84,0.565,8.06222831,0.255334024,CLAS omega
2.615,-0.83,-4.108067929,0.3262,0.0158,0.145692294,0.007056831,CLAS omega
2.615,-0.75,-3.9289507,0.3234,0.0085,0.144441716,0.003796396,CLAS omega
2.615,-0.65,-3.705054162,0.2961,0.0075,0.132248584,0.003349762,CLAS omega
2.615,-0.55,-3.481157625,0.255,0.0068,0.113891891,0.003037117,CLAS omega
2.615,-0.45,-3.257261088,0.1768,0.0055,0.078965044,0.002456492,CLAS omega
2.615,-0.35,-3.033364551,0.1353,0.0047,0.060429697,0.002099184,CLAS omega
2.615,-0.25,-2.809468014,0.1251,0.0045,0.055874022,0.002009857,CLAS omega
2.615,-0.15,-2.585571477,0.1367,0.0049,0.061054986,0.002188511,CLAS omega
2.615,-0.05,-2.36167494,0.1508,0.0052,0.067352538,0.002322501,CLAS omega
2.615,0.05,-2.137778403,0.1635,0.0056,0.073024801,0.002501155,CLAS omega
2.615,0.15,-1.913881866,0.1982,0.0062,0.088523031,0.002769136,CLAS omega
2.615,0.25,-1.689985329,0.2344,0.0067,0.104691213,0.002992454,CLAS omega
2.615,0.35,-1.466088791,0.265,0.0071,0.11835824,0.003171108,CLAS omega
2.615,0.45,-1.242192254,0.3945,0.0099,0.176197455,0.004421685,CLAS omega
2.615,0.55,-1.018295717,0.5011,0.0121,0.223808732,0.005404282,CLAS omega
2.615,0.65,-0.79439918,0.7833,0.0155,0.349849091,0.00692284,CLAS omega
2.615,0.75,-0.570502643,1.874,0.029,0.83699374,0.012952411,CLAS omega
2.615,0.85,-0.346606106,5.327,0.082,2.379223935,0.036624059,CLAS omega
2.615,0.92,-0.18987853,10.74,0.36,4.796858468,0.160788552,CLAS omega
2.625,-0.83,-4.155944118,0.2921,0.0184,0.128948854,0.008122762,CLAS omega
2.625,-0.75,-3.974724981,0.2987,0.0099,0.131862454,0.004370399,CLAS omega
2.625,-0.65,-3.74820106,0.297,0.0093,0.131111981,0.004105527,CLAS omega
2.625,-0.55,-3.52167714,0.2406,0.008,0.106213948,0.003531636,CLAS omega
2.625,-0.45,-3.295153219,0.1696,0.0065,0.07487068,0.002869454,CLAS omega
2.625,-0.35,-3.068629298,0.1414,0.006,0.062421664,0.002648727,CLAS omega
2.625,-0.25,-2.842105377,0.1092,0.0046,0.048206829,0.002030691,CLAS omega
2.625,-0.15,-2.615581457,0.1266,0.0052,0.055888137,0.002295563,CLAS omega
2.625,-0.05,-2.389057536,0.1374,0.0055,0.060655846,0.002428,CLAS omega
2.625,0.05,-2.162533615,0.1496,0.0058,0.06604159,0.002560436,CLAS omega
2.625,0.15,-1.936009694,0.173,0.0066,0.076371625,0.0029136,CLAS omega
2.625,0.25,-1.709485773,0.2224,0.0077,0.098179477,0.0033992,CLAS omega
2.625,0.35,-1.482961853,0.2972,0.0091,0.131200272,0.004017236,CLAS omega
2.625,0.45,-1.256437932,0.3787,0.0113,0.167178812,0.004988436,CLAS omega
2.625,0.55,-1.029914011,0.4734,0.0134,0.208984552,0.00591549,CLAS omega
2.625,0.65,-0.80339009,0.7694,0.0184,0.339655078,0.008122762,CLAS omega
2.625,0.75,-0.576866169,1.724,0.032,0.761067526,0.014126543,CLAS omega
2.625,0.85,-0.350342249,5.653,0.104,2.495542184,0.045911266,CLAS omega
2.625,0.92,-0.191775504,10.39,0.386,4.586712063,0.17040143,CLAS omega
2.635,-0.83,-4.204001772,0.2776,0.0184,0.121137573,0.008029292,CLAS omega
2.635,-0.75,-4.02067302,0.2969,0.0104,0.129559601,0.004538295,CLAS omega
2.635,-0.65,-3.79151208,0.2883,0.0094,0.12580678,0.004101921,CLAS omega
2.635,-0.55,-3.56235114,0.2317,0.008,0.101107981,0.003490996,CLAS omega
2.635,-0.45,-3.3331902,0.1647,0.0067,0.071870887,0.002923709,CLAS omega
2.635,-0.35,-3.10402926,0.1175,0.0053,0.051274009,0.002312785,CLAS omega
2.635,-0.25,-2.874868319,0.1167,0.0052,0.050924909,0.002269148,CLAS omega
2.635,-0.15,-2.645707379,0.1086,0.005,0.047390275,0.002181873,CLAS omega
2.635,-0.05,-2.416546439,0.1271,0.0054,0.055463204,0.002356423,CLAS omega
2.635,0.05,-2.187385499,0.1462,0.0061,0.063797958,0.002661885,CLAS omega
2.635,0.15,-1.958224559,0.1607,0.0065,0.070125389,0.002836435,CLAS omega
2.635,0.25,-1.729063619,0.2012,0.0074,0.087798558,0.003229172,CLAS omega
